seethe	bible-kjv.txt,melville-moby_dick.txt
seethed	melville-moby_dick.txt
seething	bible-kjv.txt,melville-moby_dick.txt,whitman-leaves.txt
seethingly	melville-moby_dick.txt
seethings	melville-moby_dick.txt
seeva	melville-moby_dick.txt
segment	melville-moby_dick.txt
segments	whitman-leaves.txt
segregate	whitman-leaves.txt
segub	bible-kjv.txt
seignories	melville-moby_dick.txt
seine	whitman-leaves.txt
seines	whitman-leaves.txt
seir	bible-kjv.txt
seirath	bible-kjv.txt
seise	milton-paradise.txt
seised	milton-paradise.txt
seisure	milton-paradise.txt
seiz	shakespeare-hamlet.txt,whitman-leaves.txt
seize	austen-emma.txt,austen-persuasion.txt,bible-kjv.txt,blake-poems.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-macbeth.txt,whitman-leaves.txt
seized	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,blake-poems.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt
seizes	whitman-leaves.txt
seizing	chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
seizings	melville-moby_dick.txt
seizure	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,melville-moby_dick.txt
sela	bible-kjv.txt,chesterton-brown.txt
selah	bible-kjv.txt
selahammahlekoth	bible-kjv.txt
selborne	edgeworth-parents.txt
seldom	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bryant-stories.txt,burgess-busterbrown.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
seldome	shakespeare-caesar.txt
select	austen-emma.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt,whitman-leaves.txt
selected	chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
selectest	melville-moby_dick.txt,milton-paradise.txt
selecting	chesterton-thursday.txt,melville-moby_dick.txt,whitman-leaves.txt
selection	austen-persuasion.txt,melville-moby_dick.txt
selects	whitman-leaves.txt
seled	bible-kjv.txt
seleucia	bible-kjv.txt,milton-paradise.txt
self	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,blake-poems.txt,bryant-stories.txt,burgess-busterbrown.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-macbeth.txt,whitman-leaves.txt
selfe	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
selfish	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,blake-poems.txt,bryant-stories.txt,burgess-busterbrown.txt,chesterton-thursday.txt,edgeworth-parents.txt
selfishness	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bryant-stories.txt,burgess-busterbrown.txt,chesterton-brown.txt,edgeworth-parents.txt
selfsame	bible-kjv.txt,bryant-stories.txt,edgeworth-parents.txt
selfwill	bible-kjv.txt
selfwilled	bible-kjv.txt
selim	chesterton-ball.txt
selina	austen-emma.txt
sell	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,carroll-alice.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,shakespeare-caesar.txt,shakespeare-macbeth.txt,whitman-leaves.txt
seller	bible-kjv.txt,edgeworth-parents.txt
selleredge	shakespeare-hamlet.txt
sellers	austen-sense.txt,bible-kjv.txt
sellest	bible-kjv.txt
selleth	bible-kjv.txt
sellin	melville-moby_dick.txt
selling	chesterton-ball.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
sells	melville-moby_dick.txt
selsey	chesterton-ball.txt
selues	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
selvedge	bible-kjv.txt
selves	austen-emma.txt,austen-persuasion.txt,bible-kjv.txt,chesterton-brown.txt,melville-moby_dick.txt
sem	bible-kjv.txt
semachiah	bible-kjv.txt
semblance	austen-persuasion.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt
semei	bible-kjv.txt
semen	whitman-leaves.txt
sement	shakespeare-hamlet.txt
semi	chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,melville-moby_dick.txt
semicircle	chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt
semicircular	edgeworth-parents.txt,melville-moby_dick.txt
seminal	melville-moby_dick.txt,whitman-leaves.txt
seminaries	edgeworth-parents.txt
seminary	austen-emma.txt,edgeworth-parents.txt
semiramis	melville-moby_dick.txt
semiweekly	melville-moby_dick.txt
senaah	bible-kjv.txt
senate	bible-kjv.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt
senators	bible-kjv.txt,melville-moby_dick.txt,shakespeare-caesar.txt
sence	shakespeare-hamlet.txt,shakespeare-macbeth.txt
sences	shakespeare-macbeth.txt
send	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
sender	milton-paradise.txt
sendest	bible-kjv.txt,whitman-leaves.txt
sendeth	bible-kjv.txt
sending	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt,whitman-leaves.txt
sends	austen-emma.txt,austen-sense.txt,carroll-alice.txt,chesterton-brown.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt,whitman-leaves.txt
seneca	melville-moby_dick.txt,shakespeare-hamlet.txt
senegal	whitman-leaves.txt
seneh	bible-kjv.txt
seneshals	milton-paradise.txt
senile	chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt
senior	chesterton-brown.txt,melville-moby_dick.txt
seniority	austen-persuasion.txt
seniors	melville-moby_dick.txt
senir	bible-kjv.txt,milton-paradise.txt
senit	shakespeare-macbeth.txt
sennaar	milton-paradise.txt
sennacherib	bible-kjv.txt
sennet	shakespeare-caesar.txt
sennit	shakespeare-caesar.txt
senor	melville-moby_dick.txt
sensation	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,melville-moby_dick.txt
sensational	chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt
sensations	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,edgeworth-parents.txt,melville-moby_dick.txt
sense	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,burgess-busterbrown.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
sensed	whitman-leaves.txt
senseless	austen-emma.txt,austen-persuasion.txt,blake-poems.txt,chesterton-ball.txt,melville-moby_dick.txt,whitman-leaves.txt
senselesse	shakespeare-hamlet.txt
senses	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,shakespeare-macbeth.txt,whitman-leaves.txt
sensibilities	austen-emma.txt
sensibility	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,edgeworth-parents.txt
sensible	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
sensibly	austen-persuasion.txt,austen-sense.txt,edgeworth-parents.txt,melville-moby_dick.txt
sensitive	austen-sense.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,melville-moby_dick.txt,whitman-leaves.txt
sensitiveness	chesterton-brown.txt
senslesse	shakespeare-caesar.txt
sensual	bible-kjv.txt,chesterton-ball.txt,chesterton-thursday.txt,milton-paradise.txt,whitman-leaves.txt
sensuous	whitman-leaves.txt
sent	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,burgess-busterbrown.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
sentence	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,blake-poems.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,whitman-leaves.txt
sentenced	carroll-alice.txt,edgeworth-parents.txt,whitman-leaves.txt
sentences	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,melville-moby_dick.txt,whitman-leaves.txt
senteries	milton-paradise.txt
sentest	bible-kjv.txt
sentiment	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
sentimental	austen-persuasion.txt,chesterton-ball.txt,chesterton-brown.txt,melville-moby_dick.txt,whitman-leaves.txt
sentimentalism	chesterton-ball.txt
sentimentalist	melville-moby_dick.txt,whitman-leaves.txt
sentimentalists	chesterton-brown.txt,chesterton-thursday.txt
sentimentally	austen-emma.txt,melville-moby_dick.txt
sentiments	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt
sentinel	chesterton-ball.txt
sentinelled	melville-moby_dick.txt
sentinels	chesterton-ball.txt,chesterton-brown.txt,melville-moby_dick.txt,whitman-leaves.txt
sentries	chesterton-brown.txt,whitman-leaves.txt
sentry	bryant-stories.txt,chesterton-brown.txt,melville-moby_dick.txt,whitman-leaves.txt
senuah	bible-kjv.txt
seon	milton-paradise.txt
seorim	bible-kjv.txt
separable	melville-moby_dick.txt
separate	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
separated	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
separately	austen-sense.txt,melville-moby_dick.txt
separateth	bible-kjv.txt
separating	austen-emma.txt,bible-kjv.txt,chesterton-ball.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
separation	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,chesterton-ball.txt,edgeworth-parents.txt,whitman-leaves.txt
separations	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,whitman-leaves.txt
seperated	shakespeare-macbeth.txt
sephar	bible-kjv.txt
sepharad	bible-kjv.txt
sepharvaim	bible-kjv.txt
sepharvites	bible-kjv.txt
sept	austen-emma.txt,chesterton-ball.txt,whitman-leaves.txt
september	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,edgeworth-parents.txt
septima	shakespeare-macbeth.txt
sepulcher	shakespeare-hamlet.txt
sepulchral	melville-moby_dick.txt
sepulchre	bible-kjv.txt,melville-moby_dick.txt
sepulchres	bible-kjv.txt
sequah	chesterton-brown.txt
sequel	austen-emma.txt,austen-persuasion.txt,chesterton-brown.txt,melville-moby_dick.txt,milton-paradise.txt
sequell	shakespeare-hamlet.txt
sequence	chesterton-thursday.txt
sequent	milton-paradise.txt
sequential	melville-moby_dick.txt
sequestered	milton-paradise.txt
sequestration	austen-persuasion.txt
ser	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
sera	edgeworth-parents.txt
serah	bible-kjv.txt
seraiah	bible-kjv.txt
seraph	milton-paradise.txt
seraphic	chesterton-ball.txt,milton-paradise.txt
seraphim	blake-poems.txt,chesterton-ball.txt,milton-paradise.txt
seraphims	bible-kjv.txt
seraphtide	edgeworth-parents.txt
serapis	milton-paradise.txt
serbonian	milton-paradise.txt
sere	milton-paradise.txt,shakespeare-hamlet.txt
sered	bible-kjv.txt
serenaded	chesterton-brown.txt
serenades	whitman-leaves.txt
serenate	milton-paradise.txt
serene	melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
serenely	chesterton-ball.txt,chesterton-thursday.txt,melville-moby_dick.txt,whitman-leaves.txt
sereneness	melville-moby_dick.txt
serenest	melville-moby_dick.txt,whitman-leaves.txt
serenity	austen-emma.txt,chesterton-ball.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt
serf	chesterton-thursday.txt
serfs	chesterton-ball.txt,melville-moby_dick.txt
sergeant	chesterton-ball.txt,shakespeare-hamlet.txt
sergius	bible-kjv.txt
sericana	milton-paradise.txt
serieant	shakespeare-macbeth.txt
series	austen-emma.txt,austen-sense.txt,carroll-alice.txt,chesterton-brown.txt,chesterton-thursday.txt,melville-moby_dick.txt
serious	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
seriously	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,melville-moby_dick.txt,whitman-leaves.txt
seriousness	austen-emma.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt
seriuce	shakespeare-hamlet.txt
serjeant	edgeworth-parents.txt
serjeants	bible-kjv.txt,edgeworth-parents.txt
serle	austen-emma.txt
sermon	chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
sermonizings	melville-moby_dick.txt
sermons	chesterton-brown.txt,whitman-leaves.txt
serpent	bible-kjv.txt,bryant-stories.txt,carroll-alice.txt,chesterton-ball.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
serpentine	chesterton-ball.txt,chesterton-brown.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
serpentines	melville-moby_dick.txt
serpents	bible-kjv.txt,carroll-alice.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,whitman-leaves.txt
serraliona	milton-paradise.txt
serried	chesterton-brown.txt,melville-moby_dick.txt,milton-paradise.txt
seru	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
seruant	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
seruants	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
serue	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
serues	shakespeare-caesar.txt,shakespeare-hamlet.txt
serug	bible-kjv.txt
seruice	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
seruices	shakespeare-hamlet.txt
seruile	shakespeare-caesar.txt
serv	milton-paradise.txt,whitman-leaves.txt
servant	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,milton-paradise.txt,whitman-leaves.txt
servants	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt
serve	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
served	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
servedst	bible-kjv.txt
serves	chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
servest	bible-kjv.txt
serveth	bible-kjv.txt
service	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
serviceable	austen-emma.txt,edgeworth-parents.txt
services	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bryant-stories.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt
servile	bible-kjv.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
servilely	austen-sense.txt
servility	chesterton-ball.txt,chesterton-thursday.txt,edgeworth-parents.txt,milton-paradise.txt
servily	milton-paradise.txt
serving	austen-persuasion.txt,bible-kjv.txt,bryant-stories.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
servitor	bible-kjv.txt
servitors	edgeworth-parents.txt
servitude	bible-kjv.txt,chesterton-ball.txt,milton-paradise.txt
session	milton-paradise.txt
sessions	austen-persuasion.txt
set	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,blake-poems.txt,bryant-stories.txt,burgess-busterbrown.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
seth	bible-kjv.txt,melville-moby_dick.txt
sethur	bible-kjv.txt
setled	shakespeare-hamlet.txt
sets	austen-emma.txt,blake-poems.txt,bryant-stories.txt,chesterton-ball.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt,whitman-leaves.txt
settee	melville-moby_dick.txt,whitman-leaves.txt
settees	melville-moby_dick.txt
setter	bible-kjv.txt
settest	bible-kjv.txt
setteth	bible-kjv.txt
setting	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-caesar.txt,shakespeare-macbeth.txt,whitman-leaves.txt
settings	bible-kjv.txt
settle	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,whitman-leaves.txt
settled	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,bible-kjv.txt,bryant-stories.txt,carroll-alice.txt,chesterton-ball.txt,chesterton-brown.txt,chesterton-thursday.txt,edgeworth-parents.txt,melville-moby_dick.txt,milton-paradise.txt,shakespeare-macbeth.txt,whitman-leaves.txt
settlement	chesterton-ball.txt,chesterton-brown.txt,edgeworth-parents.txt,melville-moby_dick.txt
settlements	melville-moby_dick.txt,whitman-leaves.txt
settlers	melville-moby_dick.txt
settles	whitman-leaves.txt
settlest	bible-kjv.txt
settling	austen-emma.txt,austen-persuasion.txt,austen-sense.txt,carroll-alice.txt,chesterton-ball.txt,edgeworth-parents.txt,melville-moby_dick.txt,whitman-leaves.txt
seu	shakespeare-macbeth.txt
seuen	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
seuenty	shakespeare-caesar.txt
seuerall	shakespeare-caesar.txt,shakespeare-hamlet.txt,shakespeare-macbeth.txt
seuerally	shakespeare-caesar.txt
