TIME_PERIOD,VICTIMIZATION_PRIMARY,AGE,SEX,RACE,NUMBER_OF_VICTIMS
12/31/2022,BATTERY,30-39,M,WWH,16
3/31/2023,ROBBERY,80+,M,BLK,8
3/31/2023,ASSAULT,30-39,M,I,1
12/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,25
3/31/2023,BATTERY,30-39,F,WWH,1
9/30/2022,ROBBERY,0-19,F,BLK,2
6/30/2022,ROBBERY,30-39,M,BLK,140
6/30/2023,ASSAULT,50-59,F,WWH,6
3/31/2023,BATTERY,80+,M,I,1
6/30/2023,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,WHI,1
6/30/2023,ROBBERY,40-49,M,WWH,2
3/31/2008,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,6
12/31/2022,ASSAULT,40-49,F,WBH,2
6/30/2023,HOMICIDE,20-29,M,BLK,40
6/30/2023,ASSAULT,30-39,F,BLK,98
12/31/2022,BATTERY,0-19,M,WBH,1
9/30/2022,CRIMINAL SEXUAL ASSAULT,30-39,M,WWH,1
6/30/2023,ASSAULT,60-69,M,BLK,33
6/30/2023,ASSAULT,50-59,F,BLK,21
12/31/2022,ROBBERY,0-19,M,BLK,20
12/31/2022,BATTERY,30-39,M,WBH,1
6/30/2023,ROBBERY,50-59,M,API,15
6/30/2023,ASSAULT,30-39,M,WWH,16
12/31/2022,BATTERY,80+,M,WWH,2
3/31/2023,BATTERY,20-29,M,BLK,37
6/30/2023,ASSAULT,50-59,F,BLK,33
12/31/2022,ASSAULT,30-39,M,UNKNOWN,7
6/30/2022,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,3
9/30/2022,ROBBERY,80+,M,WWH,3
6/30/2023,ROBBERY,40-49,F,WWH,35
9/30/2022,ROBBERY,0-19,F,UNKNOWN,2
9/30/2022,ASSAULT,UNKNOWN,F,WWH,4
3/31/2022,BATTERY,50-59,M,BLK,42
12/31/2022,ASSAULT,30-39,F,UNKNOWN,5
6/30/2023,CRIMINAL SEXUAL ASSAULT,50-59,F,WWH,1
9/30/2021,CRIMINAL SEXUAL ASSAULT,20-29,M,WWH,2
9/30/2022,BATTERY,20-29,F,WBH,3
3/31/2023,ROBBERY,20-29,UNKNOWN,BLK,1
3/31/2023,ASSAULT,40-49,M,BLK,60
6/30/2023,BATTERY,50-59,M,BLK,18
12/31/2022,ASSAULT,50-59,M,UNKNOWN,3
6/30/2022,CRIMINAL SEXUAL ASSAULT,40-49,F,UNKNOWN,1
9/30/2022,BATTERY,60-69,F,BLK,7
6/30/2023,ROBBERY,0-19,M,WWH,33
6/30/2023,ASSAULT,40-49,F,BLK,50
6/30/2023,ASSAULT,0-19,F,BLK,16
3/31/2023,BATTERY,0-19,M,WWH,5
9/30/2022,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,WWH,1
6/30/2023,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,70
9/30/2022,BATTERY,40-49,M,UNKNOWN,1
9/30/2022,ASSAULT,0-19,F,BLK,15
6/30/2023,ROBBERY,UNKNOWN,M,WWH,17
3/31/2023,BATTERY,UNKNOWN,UNKNOWN,UNKNOWN,8
9/30/2009,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,26
6/30/2023,BATTERY,30-39,M,WHI,4
9/30/2023,ROBBERY,80+,M,BLK,1
9/30/2023,BATTERY,80+,M,BLK,2
6/30/2023,BATTERY,UNKNOWN,F,WWH,1
3/31/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,WHI,21
6/30/2023,ASSAULT,20-29,M,WBH,8
6/30/2023,BATTERY,0-19,F,BLK,17
9/30/2022,CRIMINAL SEXUAL ASSAULT,40-49,M,BLK,2
3/31/2023,BATTERY,0-19,M,BLK,18
9/30/2022,BATTERY,30-39,M,WBH,2
3/31/2023,CRIMINAL SEXUAL ASSAULT,30-39,M,WHI,3
9/30/2022,NON-FATAL,30-39,F,BLK,1
12/31/2022,ROBBERY,50-59,M,I,1
12/31/2022,ROBBERY,50-59,M,WBH,6
6/30/2023,BATTERY,UNKNOWN,F,BLK,7
3/31/2023,ASSAULT,UNKNOWN,F,WHI,2
9/30/2023,HUMAN TRAFFICKING,0-19,M,WWH,2
9/30/2022,BATTERY,UNKNOWN,F,WHI,1
9/30/2023,HUMAN TRAFFICKING,0-19,F,UNKNOWN,2
3/31/2023,ROBBERY,0-19,M,BLK,1
9/30/2023,HUMAN TRAFFICKING,UNKNOWN,F,UNKNOWN,2
6/30/2023,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,1
9/30/2022,ROBBERY,20-29,M,WHI,106
3/31/2023,ASSAULT,20-29,F,BLK,87
12/31/2022,ASSAULT,50-59,M,WWH,24
3/31/2023,BATTERY,60-69,M,WHI,2
9/30/2022,ASSAULT,60-69,M,BLK,16
9/30/2023,HUMAN TRAFFICKING,0-19,F,WHI,11
6/30/2022,ROBBERY,20-29,M,WHI,81
12/31/2022,ROBBERY,20-29,M,WBH,1
9/30/2023,HUMAN TRAFFICKING,UNKNOWN,F,WWH,1
9/30/2023,BATTERY,60-69,F,BLK,2
12/31/2022,ASSAULT,30-39,M,WHI,1
9/30/2023,HUMAN TRAFFICKING,0-19,F,WWH,1
12/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,4
3/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,6
3/31/2023,ROBBERY,60-69,F,UNKNOWN,2
9/30/2023,HUMAN TRAFFICKING,40-49,M,WHI,1
9/30/2023,HUMAN TRAFFICKING,0-19,M,UNKNOWN,1
3/31/2023,ROBBERY,UNKNOWN,M,WBH,1
6/30/2022,ASSAULT,30-39,M,BLK,53
9/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,M,BLK,1
12/31/2022,CRIMINAL SEXUAL ASSAULT,60-69,F,BLK,4
3/31/2023,ASSAULT,UNKNOWN,F,BLK,19
9/30/2023,HOMICIDE,0-19,F,BLK,1
12/31/2022,BATTERY,50-59,F,BLK,14
9/30/2023,ROBBERY,40-49,M,WHI,1
12/31/2022,ASSAULT,30-39,M,BLK,122
3/31/2023,CRIMINAL SEXUAL ASSAULT,50-59,F,WWH,1
3/31/2023,CRIMINAL SEXUAL ASSAULT,UNKNOWN,F,WWH,1
3/31/2023,ROBBERY,UNKNOWN,F,WHI,2
9/30/2022,ASSAULT,0-19,M,API,1
9/30/2023,HUMAN TRAFFICKING,0-19,F,API,1
9/30/2022,ASSAULT,0-19,M,API,4
9/30/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,42
12/31/2022,CRIMINAL SEXUAL ASSAULT,70-79,F,WHI,1
3/31/2023,ROBBERY,UNKNOWN,M,WWH,10
9/30/2023,HUMAN TRAFFICKING,20-29,F,UNKNOWN,1
9/30/2023,HUMAN TRAFFICKING,0-19,UNKNOWN,UNKNOWN,2
9/30/2023,ASSAULT,UNKNOWN,M,WWH,1
9/30/2023,HUMAN TRAFFICKING,20-29,F,WWH,1
9/30/2023,HUMAN TRAFFICKING,0-19,M,WBH,1
9/30/2023,HUMAN TRAFFICKING,0-19,F,WHI,1
9/30/2023,HUMAN TRAFFICKING,UNKNOWN,UNKNOWN,UNKNOWN,1
9/30/2023,ASSAULT,UNKNOWN,F,WHI,1
12/31/2022,ROBBERY,20-29,M,WBH,7
6/30/2023,BATTERY,0-19,F,WWH,1
3/31/2022,ASSAULT,20-29,F,BLK,107
9/30/2022,ASSAULT,0-19,M,WHI,5
9/30/2023,HUMAN TRAFFICKING,30-39,F,BLK,1
6/30/2022,ROBBERY,20-29,M,BLK,8
9/30/2023,HUMAN TRAFFICKING,30-39,F,WHI,2
12/31/2022,BATTERY,40-49,F,BLK,8
12/31/2022,BATTERY,30-39,F,WHI,4
9/30/2023,HUMAN TRAFFICKING,50-59,F,WHI,1
3/31/2012,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,51
9/30/2022,ASSAULT,30-39,F,WBH,5
9/30/2023,HUMAN TRAFFICKING,60-69,M,UNKNOWN,1
9/30/2023,HUMAN TRAFFICKING,UNKNOWN,F,UNKNOWN,1
9/30/2022,ASSAULT,20-29,M,API,7
9/30/2023,HUMAN TRAFFICKING,20-29,F,WHI,3
9/30/2022,BATTERY,20-29,M,UNKNOWN,3
9/30/2013,ROBBERY,20-29,M,BLK,356
9/30/2022,ROBBERY,UNKNOWN,F,WHI,4
12/31/2022,ROBBERY,0-19,M,WWH,30
12/31/2022,BATTERY,30-39,F,WWH,4
9/30/2023,HUMAN TRAFFICKING,0-19,F,UNKNOWN,6
9/30/2023,HUMAN TRAFFICKING,30-39,F,WHI,1
6/30/2023,ROBBERY,0-19,F,WWH,12
3/31/2023,ROBBERY,0-19,M,WWH,33
9/30/2023,HUMAN TRAFFICKING,20-29,F,API,1
6/30/2023,BATTERY,20-29,F,WHI,10
9/30/2023,HUMAN TRAFFICKING,20-29,F,UNKNOWN,1
3/31/2017,CRIMINAL SEXUAL ASSAULT,0-19,UNKNOWN,UNKNOWN,5
9/30/2023,HUMAN TRAFFICKING,0-19,F,WWH,6
6/30/2023,BATTERY,20-29,M,WWH,1
3/31/2023,ASSAULT,UNKNOWN,F,I,1
3/31/2014,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,54
6/30/2023,BATTERY,40-49,F,BLK,53
6/30/2023,HOMICIDE,30-39,M,BLK,42
6/30/2016,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,54
12/31/2022,ASSAULT,UNKNOWN,F,WHI,2
9/30/2023,ROBBERY,30-39,F,UNKNOWN,4
9/30/2022,ASSAULT,30-39,M,WBH,3
9/30/2023,HUMAN TRAFFICKING,30-39,F,WBH,2
3/31/2023,BATTERY,40-49,F,WWH,9
6/30/2023,BATTERY,40-49,M,BLK,46
9/30/2023,HUMAN TRAFFICKING,UNKNOWN,UNKNOWN,UNKNOWN,5
6/30/2022,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,1
9/30/2023,HUMAN TRAFFICKING,20-29,M,UNKNOWN,1
9/30/2023,HUMAN TRAFFICKING,0-19,F,WBH,1
9/30/2022,BATTERY,0-19,M,WWH,7
3/31/2023,ASSAULT,40-49,M,WWH,50
9/30/2023,CRIMINAL SEXUAL ASSAULT,70-79,F,BLK,1
9/30/2022,ROBBERY,30-39,M,WWH,2
3/31/2023,ROBBERY,40-49,F,UNKNOWN,2
3/31/2008,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,5
9/30/2023,HOMICIDE,40-49,F,WWH,1
3/31/2023,CRIMINAL SEXUAL ASSAULT,70-79,M,BLK,1
9/30/2023,HUMAN TRAFFICKING,0-19,F,BLK,5
3/31/2017,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,1
3/31/2023,ROBBERY,50-59,F,API,2
9/30/2023,HUMAN TRAFFICKING,0-19,F,WHI,3
3/31/2023,ROBBERY,70-79,M,WHI,5
9/30/2023,HUMAN TRAFFICKING,30-39,F,BLK,1
9/30/2022,CRIMINAL SEXUAL ASSAULT,30-39,F,UNKNOWN,2
6/30/2023,BATTERY,0-19,M,BLK,38
3/31/2023,ROBBERY,40-49,M,WBH,7
3/31/2023,BATTERY,20-29,F,UNKNOWN,3
9/30/2023,HUMAN TRAFFICKING,20-29,F,WBH,1
9/30/2023,HUMAN TRAFFICKING,0-19,F,BLK,11
9/30/2023,HUMAN TRAFFICKING,30-39,F,API,1
9/30/2023,HUMAN TRAFFICKING,30-39,F,WWH,1
9/30/2022,BATTERY,0-19,M,WWH,10
3/31/2023,BATTERY,50-59,M,API,1
12/31/2022,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,16
9/30/2023,HUMAN TRAFFICKING,0-19,F,WWH,1
9/30/2023,HUMAN TRAFFICKING,0-19,M,BLK,4
12/31/2004,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,9
9/30/2023,HUMAN TRAFFICKING,20-29,F,WHI,2
9/30/2023,HUMAN TRAFFICKING,20-29,M,API,1
6/30/2023,HOMICIDE,40-49,M,BLK,1
3/31/2023,ROBBERY,30-39,M,WWH,1
9/30/2023,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,28
9/30/2023,ASSAULT,UNKNOWN,M,WHI,20
9/30/2023,ASSAULT,60-69,M,BLK,10
9/30/2023,HOMICIDE,40-49,M,BLK,17
9/30/2022,ROBBERY,20-29,M,I,4
9/30/2023,BATTERY,60-69,F,BLK,19
9/30/2023,ASSAULT,40-49,M,WHI,36
9/30/2023,BATTERY,50-59,F,BLK,32
9/30/2023,BATTERY,60-69,M,BLK,17
9/30/2022,ROBBERY,40-49,F,I,2
9/30/2023,ROBBERY,40-49,M,WHI,76
12/31/2022,CRIMINAL SEXUAL ASSAULT,20-29,M,BLK,1
6/30/2023,CRIMINAL SEXUAL ASSAULT,0-19,F,I,1
6/30/2023,ROBBERY,0-19,M,BLK,1
9/30/2023,NON-FATAL,30-39,M,BLK,2
6/30/2023,ASSAULT,0-19,M,WHI,1
9/30/2022,ROBBERY,20-29,F,WHI,68
6/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,UNKNOWN,WHI,1
12/31/2022,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,6
3/31/2021,ASSAULT,20-29,M,BLK,35
9/30/2022,ASSAULT,0-19,M,WBH,5
6/30/2023,ROBBERY,30-39,F,BLK,80
12/31/2022,ASSAULT,UNKNOWN,M,UNKNOWN,2
6/30/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,52
3/31/2023,HOMICIDE,20-29,F,WWH,1
12/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,3
3/31/2023,ASSAULT,40-49,F,WHI,4
12/31/2022,ASSAULT,50-59,F,BLK,22
3/31/2012,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,4
9/30/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,22
3/31/2021,BATTERY,20-29,M,BLK,47
6/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,WHI,17
9/30/2022,ROBBERY,20-29,F,UNKNOWN,4
9/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,UNKNOWN,1
12/31/2022,ROBBERY,20-29,M,WWH,3
9/30/2022,BATTERY,20-29,F,API,2
6/30/2023,ASSAULT,0-19,F,UNKNOWN,2
12/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,WHI,1
9/30/2022,ASSAULT,40-49,F,WWH,8
3/31/2023,BATTERY,50-59,F,WWH,1
3/31/2023,ROBBERY,50-59,F,WBH,3
3/31/2021,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,14
9/30/2022,BATTERY,20-29,F,BLK,2
9/30/2022,BATTERY,30-39,F,WHI,1
9/30/2022,BATTERY,20-29,M,WWH,41
12/31/2022,ROBBERY,50-59,M,WWH,111
6/30/2023,HOMICIDE,40-49,M,WHI,1
9/30/2023,HOMICIDE,0-19,F,WWH,1
3/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,1
3/31/2023,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,1
9/30/2019,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,20
12/31/2022,BATTERY,30-39,UNKNOWN,BLK,1
9/30/2023,BATTERY,40-49,F,WHI,1
9/30/2023,BATTERY,50-59,M,WHI,1
6/30/2022,BATTERY,70-79,M,BLK,2
3/31/2023,ASSAULT,50-59,M,WBH,2
6/30/2023,BATTERY,40-49,M,BLK,36
12/31/2021,BATTERY,0-19,F,BLK,16
9/30/2022,ASSAULT,UNKNOWN,M,WBH,3
9/30/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,3
9/30/2022,ASSAULT,50-59,M,WBH,2
6/30/2014,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,47
6/30/2023,ASSAULT,20-29,F,BLK,146
9/30/2022,BATTERY,40-49,M,WWH,3
12/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,5
9/30/2022,ROBBERY,30-39,M,BLK,5
9/30/2022,ROBBERY,50-59,F,WHI,17
9/30/2022,BATTERY,UNKNOWN,F,BLK,1
9/30/2022,BATTERY,50-59,M,WWH,12
9/30/2022,ASSAULT,0-19,F,WWH,3
9/30/2023,BATTERY,80+,F,BLK,2
3/31/2016,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,23
6/30/2023,ASSAULT,UNKNOWN,M,WWH,1
3/31/2021,ROBBERY,80+,M,API,1
3/31/2021,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,18
9/30/2022,BATTERY,UNKNOWN,M,WHI,11
3/31/2023,BATTERY,0-19,M,BLK,1
12/31/2018,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,33
3/31/2022,BATTERY,20-29,F,BLK,124
12/31/2022,ASSAULT,0-19,F,WWH,17
3/31/2023,ASSAULT,20-29,M,UNKNOWN,3
9/30/2023,ROBBERY,60-69,M,WBH,3
3/31/2023,BATTERY,80+,F,BLK,1
9/30/2022,BATTERY,80+,M,WHI,2
6/30/2023,ASSAULT,0-19,M,UNKNOWN,3
12/31/2022,ASSAULT,30-39,F,I,1
6/30/2012,CRIMINAL SEXUAL ASSAULT,20-29,F,BLK,15
9/30/2022,ASSAULT,70-79,F,WHI,2
3/31/2023,BATTERY,30-39,F,WBH,3
12/31/2022,ROBBERY,60-69,M,WWH,47
6/30/2023,BATTERY,0-19,M,I,1
12/31/2021,ROBBERY,30-39,M,WWH,87
3/31/2023,BATTERY,0-19,F,WWH,8
3/31/2023,BATTERY,UNKNOWN,F,UNKNOWN,4
6/30/2023,ASSAULT,70-79,F,WWH,1
3/31/2023,BATTERY,40-49,F,API,1
9/30/2022,BATTERY,0-19,F,WWH,4
9/30/2022,ASSAULT,30-39,F,UNKNOWN,1
9/30/2022,ASSAULT,20-29,F,BLK,129
3/31/2023,CRIMINAL SEXUAL ASSAULT,50-59,M,WHI,1
3/31/2013,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,2
9/30/2022,BATTERY,60-69,M,WWH,11
9/30/2022,BATTERY,80+,M,BLK,1
9/30/2023,ROBBERY,70-79,M,WHI,17
9/30/2023,ASSAULT,30-39,M,BLK,54
9/30/2022,ASSAULT,70-79,F,BLK,3
9/30/2023,BATTERY,20-29,M,API,1
9/30/2022,BATTERY,80+,F,WWH,1
12/31/2022,BATTERY,20-29,F,BLK,2
3/31/2023,ASSAULT,60-69,F,UNKNOWN,1
9/30/2022,CRIMINAL SEXUAL ASSAULT,50-59,F,WHI,4
9/30/2022,ASSAULT,40-49,F,WBH,1
12/31/2022,CRIMINAL SEXUAL ASSAULT,20-29,F,WHI,23
12/31/2021,ROBBERY,20-29,M,WWH,115
9/30/2023,BATTERY,50-59,M,WBH,3
6/30/2023,BATTERY,0-19,UNKNOWN,BLK,1
9/30/2023,ASSAULT,0-19,M,WWH,6
9/30/2022,ROBBERY,UNKNOWN,M,WHI,11
9/30/2022,BATTERY,50-59,UNKNOWN,BLK,1
9/30/2022,ROBBERY,40-49,M,UNKNOWN,4
6/30/2023,ASSAULT,50-59,F,WBH,1
3/31/2015,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,58
9/30/2023,ASSAULT,50-59,F,API,1
6/30/2023,ROBBERY,20-29,F,WWH,2
3/31/2009,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,8
9/30/2022,ROBBERY,50-59,M,UNKNOWN,6
9/30/2022,BATTERY,70-79,F,WHI,3
9/30/2022,BATTERY,0-19,F,BLK,11
9/30/2022,CRIMINAL SEXUAL ASSAULT,70-79,F,BLK,5
3/31/2023,ROBBERY,30-39,M,BLK,3
9/30/2022,ASSAULT,60-69,M,WWH,13
9/30/2013,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,5
12/31/2022,BATTERY,20-29,F,WHI,10
6/30/2018,CRIMINAL SEXUAL ASSAULT,40-49,F,WHI,6
9/30/2021,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,5
3/31/2023,CRIMINAL SEXUAL ASSAULT,0-19,F,WBH,1
9/30/2022,ROBBERY,UNKNOWN,M,I,2
3/31/2023,ROBBERY,UNKNOWN,F,BLK,1
12/31/2021,CRIMINAL SEXUAL ASSAULT,20-29,F,API,3
3/31/2023,CRIMINAL SEXUAL ASSAULT,0-19,F,UNKNOWN,1
9/30/2023,CRIMINAL SEXUAL ASSAULT,30-39,M,WHI,1
12/31/2022,BATTERY,60-69,F,WHI,2
9/30/2022,ROBBERY,50-59,F,BLK,6
9/30/2022,ASSAULT,UNKNOWN,F,WHI,3
3/31/2023,ROBBERY,0-19,M,UNKNOWN,2
9/30/2022,BATTERY,0-19,M,WWH,6
12/31/2022,ROBBERY,70-79,M,WHI,6
9/30/2022,ASSAULT,20-29,F,WWH,20
3/31/2023,BATTERY,0-19,M,UNKNOWN,1
12/31/2022,BATTERY,60-69,M,API,1
3/31/2015,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,1
9/30/2022,ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,64
3/31/2023,ROBBERY,30-39,F,WBH,3
9/30/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,3
6/30/2023,BATTERY,60-69,F,BLK,8
6/30/2023,BATTERY,50-59,M,BLK,25
9/30/2022,CRIMINAL SEXUAL ASSAULT,30-39,F,UNKNOWN,1
9/30/2022,BATTERY,20-29,F,WHI,5
12/31/2014,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,26
9/30/2022,BATTERY,70-79,F,WHI,2
3/31/2019,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,4
3/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,UNKNOWN,3
9/30/2023,ASSAULT,0-19,M,BLK,19
9/30/2023,BATTERY,20-29,M,API,8
9/30/2023,ASSAULT,0-19,F,BLK,14
9/30/2023,HOMICIDE,50-59,F,BLK,1
9/30/2023,ASSAULT,0-19,M,BLK,58
3/31/2019,CRIMINAL SEXUAL ASSAULT,0-19,F,WBH,4
6/30/2023,ROBBERY,20-29,M,I,11
9/30/2023,ROBBERY,40-49,M,BLK,146
9/30/2023,ASSAULT,30-39,F,BLK,111
9/30/2023,ROBBERY,0-19,F,WWH,12
9/30/2023,ROBBERY,30-39,M,UNKNOWN,20
9/30/2023,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,4
9/30/2022,ROBBERY,50-59,M,BLK,109
9/30/2023,BATTERY,70-79,M,API,2
9/30/2023,ROBBERY,60-69,F,BLK,28
9/30/2023,ASSAULT,20-29,M,WWH,14
9/30/2023,CRIMINAL SEXUAL ASSAULT,30-39,F,WWH,8
9/30/2023,ROBBERY,0-19,M,WWH,41
9/30/2023,ROBBERY,0-19,M,BLK,34
9/30/2023,BATTERY,30-39,F,WHI,6
9/30/2023,ROBBERY,20-29,F,WHI,83
9/30/2022,ASSAULT,40-49,M,I,2
9/30/2022,BATTERY,20-29,F,WHI,9
3/31/2023,BATTERY,20-29,F,WBH,2
12/31/2022,ROBBERY,70-79,M,WWH,11
3/31/2023,ROBBERY,40-49,M,WWH,2
6/30/2023,HOMICIDE,30-39,M,WHI,1
3/31/2023,ASSAULT,20-29,M,BLK,29
12/31/2022,CRIMINAL SEXUAL ASSAULT,50-59,F,WWH,1
3/31/2023,ASSAULT,0-19,M,BLK,11
9/30/2022,CRIMINAL SEXUAL ASSAULT,40-49,F,BLK,10
6/30/2023,BATTERY,40-49,M,I,1
6/30/2023,ROBBERY,0-19,F,API,2
3/31/2023,BATTERY,70-79,M,UNKNOWN,1
3/31/2004,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,10
12/31/2022,ASSAULT,40-49,M,UNKNOWN,2
9/30/2023,HOMICIDE,40-49,M,BLK,1
9/30/2022,BATTERY,60-69,F,WWH,4
9/30/2020,CRIMINAL SEXUAL ASSAULT,20-29,F,WWH,17
9/30/2022,BATTERY,50-59,M,WBH,2
9/30/2023,ASSAULT,20-29,F,WBH,1
3/31/2023,ASSAULT,50-59,F,WWH,1
9/30/2022,ROBBERY,20-29,UNKNOWN,UNKNOWN,3
9/30/2022,ROBBERY,30-39,F,API,5
3/31/2023,ASSAULT,20-29,F,WBH,2
6/30/2016,CRIMINAL SEXUAL ASSAULT,20-29,F,UNKNOWN,1
9/30/2023,BATTERY,40-49,F,WHI,4
9/30/2021,CRIMINAL SEXUAL ASSAULT,0-19,M,WWH,2
9/30/2022,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,12
9/30/2010,CRIMINAL SEXUAL ASSAULT,0-19,M,UNKNOWN,2
3/31/2023,BATTERY,50-59,M,WWH,2
3/31/2022,CRIMINAL SEXUAL ASSAULT,20-29,F,WHI,24
12/31/2022,ROBBERY,UNKNOWN,M,WHI,14
9/30/2022,ROBBERY,20-29,UNKNOWN,BLK,1
3/31/2023,ASSAULT,0-19,UNKNOWN,BLK,2
12/31/2022,ASSAULT,70-79,F,BLK,4
3/31/2023,ROBBERY,0-19,F,WHI,2
9/30/2023,BATTERY,70-79,M,WWH,1
3/31/2022,ROBBERY,50-59,M,BLK,94
12/31/2022,BATTERY,0-19,F,WWH,1
9/30/2022,ASSAULT,UNKNOWN,M,BLK,4
6/30/2021,CRIMINAL SEXUAL ASSAULT,0-19,F,WHI,4
9/30/2022,ASSAULT,40-49,M,WHI,2
9/30/2022,ASSAULT,40-49,F,WHI,9
9/30/2022,BATTERY,40-49,F,WHI,2
9/30/2022,ROBBERY,UNKNOWN,M,BLK,16
12/31/2022,BATTERY,30-39,M,BLK,73
9/30/2022,ROBBERY,50-59,F,WWH,20
12/31/2022,ASSAULT,UNKNOWN,F,WWH,1
6/30/2013,CRIMINAL SEXUAL ASSAULT,0-19,F,WWH,30
9/30/2006,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,13
12/31/2018,CRIMINAL SEXUAL ASSAULT,30-39,F,WHI,12
9/30/2023,ROBBERY,60-69,M,BLK,2
3/31/2017,CRIMINAL SEXUAL ASSAULT,0-19,M,UNKNOWN,1
12/31/2022,ASSAULT,60-69,M,BLK,17
6/30/2023,CRIMINAL SEXUAL ASSAULT,20-29,F,UNKNOWN,13
9/30/2022,ASSAULT,50-59,M,WWH,3
6/30/2023,ASSAULT,20-29,M,BLK,126
12/31/2022,BATTERY,40-49,F,BLK,43
9/30/2012,BATTERY,30-39,M,BLK,71
9/30/2023,HOMICIDE,50-59,UNKNOWN,UNKNOWN,1
3/31/2023,ROBBERY,20-29,F,WBH,3
12/31/2022,BATTERY,20-29,M,WBH,2
9/30/2022,ASSAULT,0-19,F,BLK,13
6/30/2023,ASSAULT,20-29,F,WWH,52
9/30/2022,ROBBERY,20-29,M,WBH,7
3/31/2023,ASSAULT,70-79,F,WHI,1
3/31/2023,HOMICIDE,50-59,M,BLK,6
12/31/2022,ROBBERY,20-29,M,API,1
9/30/2023,BATTERY,70-79,M,WWH,7
9/30/2023,ROBBERY,50-59,F,WHI,24
9/30/2022,ASSAULT,70-79,F,BLK,3
12/31/2019,CRIMINAL SEXUAL ASSAULT,0-19,F,BLK,41
9/30/2023,NON-FATAL,20-29,F,BLK,1
9/30/2023,BATTERY,0-19,M,BLK,28
9/30/2022,ROBBERY,30-39,M,UNKNOWN,11
9/30/2023,ROBBERY,40-49,F,UNKNOWN,7
9/30/2022,BATTERY,0-19,F,BLK,16
3/31/2022,CRIMINAL SEXUAL ASSAULT,0-19,M,BLK,8
6/30/2023,CRIMINAL SEXUAL ASSAULT,0-19,M,WHI,1
9/30/2003,CRIMINAL SEXUAL ASSAULT,UNKNOWN,UNKNOWN,UNKNOWN,11
